"","From","Entry","Features","Glyco.features","Glyco"
"2638","A7XV07","A7XV07","Alternative sequence (4); Chain (1); Disulfide bond (2); Domain (2); Glycosylation (2); Sequence conflict (3); Signal (1); Topological domain (4); Transmembrane (3)","2",TRUE
"2639","A8E0Y8","A8E0Y8","Chain (1); Disulfide bond (7); Domain (7); Glycosylation (2); Motif (1); Natural variant (10); Signal (1); Topological domain (2); Transmembrane (1)","2",TRUE
"2640","B1AVD1","B1AVD1","Binding site (12); Chain (1); Glycosylation (4); Lipidation (1); Propeptide (1); Sequence conflict (3); Signal (1)","4",TRUE
"2641","B1B212","B1B212","Chain (1); Glycosylation (4); Signal (1); Topological domain (2); Transmembrane (1)","4",TRUE
"2642","B1B213","B1B213","Chain (1); Glycosylation (3); Lipidation (1); Propeptide (1); Signal (1)","3",TRUE
"2643","B2RPV6","B2RPV6","Alternative sequence (1); Chain (1); Coiled coil (3); Compositional bias (2); Disulfide bond (6); Domain (3); Glycosylation (16); Region (3); Sequence conflict (6); Signal (1)","16",TRUE
"2644","B7ZCC9","B7ZCC9","Alternative sequence (2); Chain (1); Disulfide bond (1); Domain (2); Glycosylation (5); Region (6); Signal (1); Topological domain (8); Transmembrane (7)","5",TRUE
"2645","C0HK79","C0HK79","Chain (1); Glycosylation (1); Topological domain (2); Transmembrane (1)","1",TRUE
"2646","C0HK80","C0HK80","Chain (1); Glycosylation (1); Sequence conflict (6); Topological domain (2); Transmembrane (1)","1",TRUE
"2647","C0HKG5","C0HKG5","Active site (3); Chain (1); Disulfide bond (4); Glycosylation (3); Signal (1)","3",TRUE
"2648","C0HKG6","C0HKG6","Active site (3); Chain (1); Disulfide bond (4); Glycosylation (3); Signal (1)","3",TRUE
"2649","D0G895","D0G895","Chain (1); Glycosylation (1); Signal (1); Topological domain (3); Transmembrane (2)","1",TRUE
"2650","D3Z5L9","D3Z5L9","Chain (1); Disulfide bond (7); Domain (3); Glycosylation (1); Signal (1)","1",TRUE
"2651","E9Q355","E9Q355","Alternative sequence (12); Chain (1); Compositional bias (1); Glycosylation (1); Region (1); Sequence conflict (2); Signal (1); Topological domain (2); Transmembrane (1)","1",TRUE
"2652","E9Q4J9","E9Q4J9","Chain (1); Domain (1); Glycosylation (4); Sequence conflict (1); Signal (1); Topological domain (7); Transmembrane (7)","4",TRUE
"2653","E9Q6I0","E9Q6I0","Chain (1); Glycosylation (1); Signal (1); Topological domain (8); Transmembrane (7)","1",TRUE
"2654","E9Q7T7","E9Q7T7","Chain (1); Disulfide bond (3); Domain (4); Glycosylation (2); Region (2); Repeat (19); Signal (1)","2",TRUE
"2655","G5E897","G5E897","Chain (1); Glycosylation (2); Motif (1); Repeat (1); Signal (1)","2",TRUE
"2656","J3QNX5","J3QNX5","Chain (1); Glycosylation (1); Region (2); Signal (1); Topological domain (2); Transmembrane (1)","1",TRUE
"2657","O08524","O08524","Chain (1); Disulfide bond (1); Domain (1); Glycosylation (4); Lipidation (1); Propeptide (1); Signal (1)","4",TRUE
"2658","O08542","O08542","Chain (1); Disulfide bond (2); Domain (1); Glycosylation (2); Lipidation (1); Motif (1); Propeptide (1); Region (1); Sequence conflict (1); Signal (1)","2",TRUE
"2659","O08999","O08999","Binding site (1); Chain (1); Compositional bias (2); Disulfide bond (75); Domain (24); Glycosylation (8); Modified residue (1); Region (9); Sequence conflict (7); Signal (1)","8",TRUE
"2660","O09030","O09030","Chain (1); Disulfide bond (3); Domain (2); Glycosylation (6); Motif (2); Signal (1); Topological domain (2); Transmembrane (1)","6",TRUE
"2661","O09108","O09108","Chain (1); Disulfide bond (5); Glycosylation (1); Sequence conflict (1); Signal (1)","1",TRUE
"2662","O09117","O09117","Alternative sequence (1); Chain (1); Domain (1); Glycosylation (3); Region (1); Sequence conflict (2); Topological domain (5); Transmembrane (4)","3",TRUE
"2663","O35103","O35103","Chain (1); Disulfide bond (1); Domain (1); Glycosylation (6); Modified residue (8); Region (1); Repeat (11); Signal (1)","6",TRUE
"2664","O35214","O35214","Chain (1); Disulfide bond (1); Glycosylation (2); Modified residue (1); Topological domain (8); Transmembrane (7)","2",TRUE
"2665","O35227","O35227","Chain (1); Compositional bias (1); Disulfide bond (4); Domain (2); Glycosylation (6); Propeptide (1); Region (1); Sequence conflict (11); Signal (1); Topological domain (2); Transmembrane (1)","6",TRUE
"2666","O35228","O35228","Chain (1); Domain (2); Glycosylation (2); Signal (1)","2",TRUE
"2667","O35292","O35292","Active site (2); Binding site (1); Chain (1); Disulfide bond (4); Glycosylation (1); Sequence conflict (2); Signal (1)","1",TRUE
"2668","O35367","O35367","Chain (1); Disulfide bond (3); Domain (1); Glycosylation (4); Repeat (10); Signal (1)","4",TRUE
"2669","O35474","O35474","Alternative sequence (2); Binding site (5); Chain (1); Disulfide bond (12); Domain (5); Glycosylation (3); Motif (1); Sequence conflict (1); Signal (1)","3",TRUE
"2670","O35566","O35566","Chain (1); Glycosylation (1); Lipidation (4); Sequence conflict (1); Topological domain (5); Transmembrane (4)","1",TRUE
"2671","O35887","O35887","Binding site (26); Chain (1); Domain (6); Glycosylation (1); Modified residue (7); Motif (1); Signal (1)","1",TRUE
"2672","O54782","O54782","Active site (1); Binding site (4); Chain (1); Glycosylation (10); Sequence conflict (2); Signal (1)","10",TRUE
"2673","O54819","O54819","Alternative sequence (2); Chain (1); Disulfide bond (9); Domain (3); Glycosylation (4); Sequence conflict (1); Signal (1); Site (3)","4",TRUE
"2674","O54830","O54830","Alternative sequence (1); Chain (1); Disulfide bond (2); Glycosylation (5); Sequence conflict (2); Signal (1)","5",TRUE
"2675","O55196","O55196","Chain (1); Compositional bias (10); Glycosylation (6); Modified residue (2); Region (7); Signal (1)","6",TRUE
"2676","O55226","O55226","Chain (1); Compositional bias (1); Disulfide bond (3); Domain (2); Glycosylation (1); Region (1); Repeat (10); Signal (1)","1",TRUE
"2677","O70410","O70410","Chain (1); Glycosylation (4); Sequence conflict (1); Signal (1); Topological domain (8); Transmembrane (7)","4",TRUE
"2678","O88186","O88186","Chain (1); Domain (2); Glycosylation (1); Repeat (1); Signal (1); Topological domain (2); Transmembrane (1)","1",TRUE
"2679","O88324","O88324","Chain (1); Disulfide bond (1); Domain (1); Glycosylation (3); Signal (1); Topological domain (2); Transmembrane (1)","3",TRUE
"2680","O88338","O88338","Chain (1); Domain (6); Glycosylation (3); Modified residue (1); Region (1); Signal (1); Topological domain (2); Transmembrane (1)","3",TRUE
"2681","O88668","O88668","Chain (1); Compositional bias (1); Glycosylation (2); Region (1); Sequence conflict (1); Signal (1)","2",TRUE
"2682","O88853","O88853","Chain (1); Disulfide bond (1); Glycosylation (1); Lipidation (1); Region (1); Sequence conflict (1); Topological domain (8); Transmembrane (7)","1",TRUE
"2683","O88855","O88855","Chain (1); Compositional bias (1); Glycosylation (2); Region (1); Topological domain (8); Transmembrane (7)","2",TRUE
"2684","O89029","O89029","Alternative sequence (1); Chain (1); Coiled coil (1); Disulfide bond (12); Domain (6); Glycosylation (2); Natural variant (2); Signal (1)","2",TRUE
"2685","O89104","O89104","Chain (1); Compositional bias (1); Domain (1); Glycosylation (1); Region (1); Topological domain (5); Transmembrane (4)","1",TRUE
"2686","P01573","P01573","Chain (1); Disulfide bond (2); Glycosylation (1); Helix (8); Sequence conflict (3); Signal (1); Turn (3)","1",TRUE
"2687","P01863","P01863","Beta strand (22); Chain (1); Disulfide bond (7); Domain (3); Glycosylation (1); Helix (8); Non-terminal residue (1); Turn (3)","1",TRUE
"2688","P01878","P01878","Beta strand (18); Chain (1); Disulfide bond (4); Domain (3); Glycosylation (5); Helix (5); Natural variant (15); Non-terminal residue (1)","5",TRUE
"2689","P01896","P01896","Chain (1); Domain (1); Glycosylation (2); Non-terminal residue (1); Sequence conflict (1); Topological domain (2); Transmembrane (1)","2",TRUE
"2690","P01904","P01904","Beta strand (13); Chain (1); Disulfide bond (1); Domain (1); Glycosylation (1); Helix (2); Region (3); Sequence conflict (3); Signal (1); Topological domain (2); Transmembrane (1); Turn (3)","1",TRUE
"2691","P04071","P04071","Active site (3); Chain (1); Disulfide bond (5); Domain (1); Glycosylation (1); Propeptide (1); Sequence conflict (2); Signal (1)","1",TRUE
"2692","P04231","P04231","Chain (1); Disulfide bond (2); Domain (1); Glycosylation (1); Non-terminal residue (1); Region (2); Topological domain (2); Transmembrane (1)","1",TRUE
"2693","P06796","P06796","Chain (1); Glycosylation (4); Modified residue (3); Sequence conflict (1); Signal (1); Site (1)","4",TRUE
"2694","P06799","P06799","Chain (1); Disulfide bond (2); Glycosylation (1); Signal (1)","1",TRUE
"2695","P07309","P07309","Beta strand (9); Binding site (3); Chain (1); Glycosylation (1); Helix (1); Modified residue (2); Signal (1); Turn (2)","1",TRUE
"2696","P07349","P07349","Chain (1); Disulfide bond (2); Glycosylation (1); Helix (8); Signal (1); Turn (2)","1",TRUE
"2697","P07350","P07350","Chain (1); Disulfide bond (2); Glycosylation (1); Sequence conflict (1); Signal (1)","1",TRUE
"2698","P07351","P07351","Chain (1); Disulfide bond (2); Glycosylation (1); Signal (1)","1",TRUE
"2699","P07361","P07361","Chain (1); Disulfide bond (1); Glycosylation (5); Modified residue (1); Region (1); Signal (1)","5",TRUE
"2700","P08607","P08607","Chain (1); Disulfide bond (12); Domain (6); Glycosylation (7); Signal (1)","7",TRUE
"2701","P09235","P09235","Chain (1); Disulfide bond (2); Glycosylation (1); Signal (1)","1",TRUE
"2702","P0C5J4","P0C5J4","Chain (1); Disulfide bond (1); Glycosylation (3); Topological domain (8); Transmembrane (7)","3",TRUE
"2703","P0C673","P0C673","Chain (1); Disulfide bond (2); Domain (2); Glycosylation (1); Modified residue (1); Region (1); Sequence conflict (1); Signal (1); Topological domain (2); Transmembrane (1)","1",TRUE
"2704","P0C6B2","P0C6B2","Alternative sequence (1); Chain (1); Disulfide bond (2); Glycosylation (2); Signal (1); Topological domain (2); Transmembrane (1)","2",TRUE
"2705","P0C7W3","P0C7W3","Binding site (1); Chain (1); Glycosylation (1); Peptide (1); Propeptide (1); Region (1); Signal (1)","1",TRUE
"2706","P0DJF3","P0DJF3","Chain (1); Glycosylation (2); Signal (1); Topological domain (2); Transmembrane (1)","2",TRUE
"2707","P11033","P11033","Active site (3); Chain (1); Disulfide bond (3); Domain (1); Glycosylation (5); Propeptide (1); Sequence conflict (1); Signal (1)","5",TRUE
"2708","P11034","P11034","Active site (3); Chain (1); Disulfide bond (3); Domain (1); Glycosylation (1); Propeptide (1); Signal (1)","1",TRUE
"2709","P11680","P11680","Chain (1); Disulfide bond (22); Domain (7); Glycosylation (19); Region (1); Sequence conflict (3); Signal (1)","19",TRUE
"2710","P12656","P12656","Chain (1); Disulfide bond (6); Glycosylation (1); Propeptide (1); Signal (1)","1",TRUE
"2711","P13366","P13366","Active site (3); Chain (1); Disulfide bond (3); Domain (1); Glycosylation (3); Propeptide (1); Sequence conflict (3); Signal (1)","3",TRUE
"2712","P16014","P16014","Chain (1); Compositional bias (7); Disulfide bond (1); Glycosylation (1); Modified residue (24); Peptide (2); Region (3); Sequence conflict (1); Signal (1)","1",TRUE
"2713","P17717","P17717","Chain (1); Glycosylation (2); Signal (1); Transmembrane (1)","2",TRUE
"2714","P18121","P18121","Chain (1); Disulfide bond (2); Glycosylation (2); Signal (1)","2",TRUE
"2715","P19467","P19467","Chain (1); Compositional bias (1); Disulfide bond (9); Domain (4); Glycosylation (3); Region (2); Signal (1); Topological domain (2); Transmembrane (1)","3",TRUE
"2716","P20934","P20934","Chain (1); Compositional bias (2); Glycosylation (4); Modified residue (2); Region (1); Sequence conflict (1); Signal (1); Topological domain (2); Transmembrane (1)","4",TRUE
"2717","P28666","P28666","Chain (1); Compositional bias (1); Cross-link (1); Disulfide bond (10); Glycosylation (8); Region (2); Sequence conflict (3); Signal (1)","8",TRUE
"2718","P30966","P30966","Chain (1); Disulfide bond (1); Glycosylation (2); Sequence conflict (2); Topological domain (8); Transmembrane (7)","2",TRUE
"2719","P31387","P31387","Chain (1); Disulfide bond (1); Glycosylation (1); Region (1); Topological domain (8); Transmembrane (7)","1",TRUE
"2720","P32766","P32766","Beta strand (4); Chain (1); Disulfide bond (2); Glycosylation (2); Helix (2); Motif (1); Sequence conflict (1); Signal (1); Turn (1)","2",TRUE
"2721","P32972","P32972","Chain (1); Disulfide bond (1); Glycosylation (6); Region (1); Topological domain (2); Transmembrane (1)","6",TRUE
"2722","P34984","P34984","Chain (1); Disulfide bond (1); Glycosylation (2); Topological domain (8); Transmembrane (7)","2",TRUE
"2723","P35412","P35412","Chain (1); Glycosylation (2); Lipidation (1); Modified residue (2); Topological domain (8); Transmembrane (7)","2",TRUE
"2724","P40237","P40237","Chain (1); Glycosylation (4); Topological domain (5); Transmembrane (4)","4",TRUE
"2725","P41588","P41588","Chain (1); Disulfide bond (4); Glycosylation (3); Sequence conflict (1); Signal (1); Topological domain (8); Transmembrane (7)","3",TRUE
"2726","P43117","P43117","Chain (1); Disulfide bond (1); Glycosylation (2); Topological domain (8); Transmembrane (7)","2",TRUE
"2727","P48076","P48076","Active site (2); Binding site (4); Chain (1); Disulfide bond (8); Glycosylation (1); Sequence conflict (2); Signal (1)","1",TRUE
"2728","P49194","P49194","Chain (1); Glycosylation (3); Region (2); Repeat (4); Sequence conflict (3); Signal (1)","3",TRUE
"2729","P49300","P49300","Chain (1); Disulfide bond (3); Domain (1); Glycosylation (2); Sequence conflict (2); Topological domain (2); Transmembrane (1)","2",TRUE
"2730","P49660","P49660","Chain (1); Disulfide bond (1); Glycosylation (1); Lipidation (1); Region (1); Sequence conflict (5); Topological domain (8); Transmembrane (7)","1",TRUE
"2731","P50283","P50283","Chain (1); Disulfide bond (1); Domain (1); Glycosylation (3); Lipidation (1); Sequence conflict (1); Signal (1); Topological domain (2); Transmembrane (1)","3",TRUE
"2732","P50405","P50405","Chain (1); Disulfide bond (10); Domain (4); Glycosylation (1); Helix (9); Propeptide (2); Signal (1)","1",TRUE
"2733","P50608","P50608","Chain (1); Disulfide bond (1); Domain (1); Glycosylation (5); Modified residue (7); Repeat (11); Signal (1)","5",TRUE
"2734","P51942","P51942","Chain (1); Coiled coil (1); Disulfide bond (5); Domain (3); Glycosylation (2); Sequence conflict (4); Signal (1)","2",TRUE
"2735","P56400","P56400","Chain (1); Disulfide bond (5); Domain (2); Glycosylation (1); Modified residue (4); Repeat (1); Signal (1); Topological domain (2); Transmembrane (1)","1",TRUE
"2736","P56479","P56479","Chain (1); Disulfide bond (1); Glycosylation (3); Lipidation (1); Region (1); Topological domain (8); Transmembrane (7)","3",TRUE
"2737","P56484","P56484","Chain (1); Disulfide bond (1); Glycosylation (1); Topological domain (8); Transmembrane (7)","1",TRUE
"2738","P57110","P57110","Active site (1); Binding site (3); Chain (1); Compositional bias (1); Disulfide bond (10); Domain (4); Glycosylation (4); Propeptide (1); Region (4); Signal (1)","4",TRUE
"2739","P57785","P57785","Chain (1); Disulfide bond (4); Glycosylation (1); Propeptide (1); Sequence conflict (1); Signal (1)","1",TRUE
"2740","P58307","P58307","Chain (1); Disulfide bond (1); Glycosylation (1); Region (2); Sequence conflict (2); Site (1); Topological domain (8); Transmembrane (7)","1",TRUE
"2741","P58659","P58659","Alternative sequence (2); Chain (1); Compositional bias (1); Domain (2); Glycosylation (3); Region (2); Sequence conflict (3); Signal (1); Topological domain (2); Transmembrane (1)","3",TRUE
"2742","P59222","P59222","Chain (1); Compositional bias (1); Disulfide bond (21); Domain (7); Glycosylation (4); Modified residue (7); Region (1); Signal (1); Topological domain (2); Transmembrane (1)","4",TRUE
"2743","P59383","P59383","Chain (1); Compositional bias (1); Domain (2); Glycosylation (8); Region (2); Repeat (10); Sequence conflict (1); Signal (1); Topological domain (2); Transmembrane (1)","8",TRUE
"2744","P59481","P59481","Binding site (9); Chain (1); Disulfide bond (1); Domain (1); Glycosylation (1); Motif (1); Sequence conflict (1); Signal (1); Topological domain (2); Transmembrane (1)","1",TRUE
"2745","P59509","P59509","Active site (1); Binding site (4); Chain (1); Compositional bias (3); Disulfide bond (14); Domain (8); Glycosylation (7); Motif (1); Propeptide (1); Region (2); Signal (1)","7",TRUE
"2746","P59530","P59530","Chain (1); Glycosylation (2); Sequence conflict (13); Topological domain (8); Transmembrane (7)","2",TRUE
"2747","P59862","P59862","Chain (1); Domain (4); Glycosylation (5); Signal (1); Topological domain (2); Transmembrane (1)","5",TRUE
"2748","P62080","P62080","Chain (1); Glycosylation (4); Sequence conflict (1); Topological domain (5); Transmembrane (4)","4",TRUE
"2749","P63056","P63056","Alternative sequence (1); Chain (1); Coiled coil (1); Disulfide bond (1); Domain (1); Glycosylation (5); Sequence conflict (2); Signal (1)","5",TRUE
"2750","P63075","P63075","Chain (1); Glycosylation (1); Region (1); Signal (1)","1",TRUE
"2751","P69525","P69525","Active site (6); Chain (4); Compositional bias (3); Disulfide bond (15); Domain (4); Glycosylation (4); Region (3); Site (3); Topological domain (2); Transmembrane (1)","4",TRUE
"2752","P70187","P70187","Chain (1); Glycosylation (2); Modified residue (1); Region (1); Sequence conflict (2); Topological domain (13); Transmembrane (12)","2",TRUE
"2753","P70194","P70194","Beta strand (10); Chain (1); Disulfide bond (2); Domain (1); Glycosylation (6); Helix (3); Sequence conflict (1); Topological domain (2); Transmembrane (1)","6",TRUE
"2754","P70225","P70225","Chain (1); Disulfide bond (3); Domain (3); Glycosylation (2); Motif (1); Region (1); Sequence conflict (2); Signal (1); Topological domain (2); Transmembrane (1)","2",TRUE
